AreaCode,Area,Year,Series,Value
214,Dominican Republic,2014,"Kidnapping at the national level, rate per 100,000",0.2
214,Dominican Republic,2014,"Theft at the national level, rate per 100,000 population",235.3
214,Dominican Republic,2014,"Robbery at the national level, rate per 100,000 population",144.2
214,Dominican Republic,2014,"Total Sexual Violence at the national level, rate per 100,000",2.8
218,Ecuador,2005,"Intentional homicide rates per 100,000",15.4
218,Ecuador,2005,"Percentage of male and female intentional homicide victims, Male",28.4
218,Ecuador,2005,"Percentage of male and female intentional homicide victims, Female",2.4
218,Ecuador,2005,"Assault rate per 100,000 population",56.5
218,Ecuador,2005,"Kidnapping at the national level, rate per 100,000",0.3
218,Ecuador,2005,"Theft at the national level, rate per 100,000 population",43.4
218,Ecuador,2005,"Robbery at the national level, rate per 100,000 population",346.7
218,Ecuador,2010,"Intentional homicide rates per 100,000",17.6
218,Ecuador,2010,"Percentage of male and female intentional homicide victims, Male",31.9
218,Ecuador,2010,"Percentage of male and female intentional homicide victims, Female",3.2
218,Ecuador,2010,"Assault rate per 100,000 population",30.2
218,Ecuador,2010,"Kidnapping at the national level, rate per 100,000",0.2
218,Ecuador,2010,"Theft at the national level, rate per 100,000 population",33.6
218,Ecuador,2010,"Robbery at the national level, rate per 100,000 population",362.3
218,Ecuador,2010,"Total Sexual Violence at the national level, rate per 100,000",24.5
218,Ecuador,2014,"Intentional homicide rates per 100,000",8.2
218,Ecuador,2014,"Percentage of male and female intentional homicide victims, Male",14.1
218,Ecuador,2014,"Percentage of male and female intentional homicide victims, Female",2.4
218,Ecuador,2014,"Assault rate per 100,000 population",46.7
218,Ecuador,2014,"Kidnapping at the national level, rate per 100,000",0.2
218,Ecuador,2014,"Theft at the national level, rate per 100,000 population",152.8
218,Ecuador,2014,"Robbery at the national level, rate per 100,000 population",570.6
218,Ecuador,2014,"Total Sexual Violence at the national level, rate per 100,000",19
218,Ecuador,2015,"Intentional homicide rates per 100,000",6.5
218,Ecuador,2015,"Percentage of male and female intentional homicide victims, Male",10.9
218,Ecuador,2015,"Percentage of male and female intentional homicide victims, Female",2.2
818,Egypt,2005,"Intentional homicide rates per 100,000",0.7
818,Egypt,2005,"Percentage of male and female intentional homicide victims, Male",1.2
818,Egypt,2005,"Percentage of male and female intentional homicide victims, Female",0.2
818,Egypt,2005,"Kidnapping at the national level, rate per 100,000",0
818,Egypt,2005,"Theft at the national level, rate per 100,000 population",46.7
818,Egypt,2005,"Robbery at the national level, rate per 100,000 population",0.6
818,Egypt,2010,"Intentional homicide rates per 100,000",2.2
818,Egypt,2010,"Percentage of male and female intentional homicide victims, Male",3.9
818,Egypt,2010,"Percentage of male and female intentional homicide victims, Female",0.5
818,Egypt,2010,"Assault rate per 100,000 population",0.2
818,Egypt,2010,"Kidnapping at the national level, rate per 100,000",0.1
818,Egypt,2010,"Theft at the national level, rate per 100,000 population",94.1
818,Egypt,2010,"Robbery at the national level, rate per 100,000 population",0.9
818,Egypt,2010,"Total Sexual Violence at the national level, rate per 100,000",0.2
818,Egypt,2011,"Intentional homicide rates per 100,000",3.1
818,Egypt,2011,"Percentage of male and female intentional homicide victims, Male",5.5
818,Egypt,2011,"Percentage of male and female intentional homicide victims, Female",0.8
818,Egypt,2011,"Assault rate per 100,000 population",0.4
818,Egypt,2011,"Kidnapping at the national level, rate per 100,000",0.3
818,Egypt,2011,"Theft at the national level, rate per 100,000 population",104
818,Egypt,2011,"Robbery at the national level, rate per 100,000 population",3.2
818,Egypt,2011,"Total Sexual Violence at the national level, rate per 100,000",0.1
818,Egypt,2012,"Intentional homicide rates per 100,000",2.5
818,Egypt,2012,"Percentage of male and female intentional homicide victims, Male",4.4
818,Egypt,2012,"Percentage of male and female intentional homicide victims, Female",0.6
222,El Salvador,2005,"Intentional homicide rates per 100,000",64.4
222,El Salvador,2005,"Percentage of male and female intentional homicide victims, Male",121
222,El Salvador,2005,"Percentage of male and female intentional homicide victims, Female",12.6
222,El Salvador,2005,"Assault rate per 100,000 population",77.8
222,El Salvador,2005,"Kidnapping at the national level, rate per 100,000",0.1
222,El Salvador,2005,"Theft at the national level, rate per 100,000 population",180.3
222,El Salvador,2005,"Robbery at the national level, rate per 100,000 population",81.7
222,El Salvador,2010,"Intentional homicide rates per 100,000",64.7
222,El Salvador,2010,"Percentage of male and female intentional homicide victims, Male",117.4
222,El Salvador,2010,"Percentage of male and female intentional homicide victims, Female",17.3
222,El Salvador,2010,"Assault rate per 100,000 population",64.4
222,El Salvador,2010,"Kidnapping at the national level, rate per 100,000",0.5
222,El Salvador,2010,"Theft at the national level, rate per 100,000 population",160.2
222,El Salvador,2010,"Robbery at the national level, rate per 100,000 population",89.7
222,El Salvador,2010,"Total Sexual Violence at the national level, rate per 100,000",37
222,El Salvador,2015,"Intentional homicide rates per 100,000",105.4
222,El Salvador,2015,"Percentage of male and female intentional homicide victims, Male",204.8
222,El Salvador,2015,"Percentage of male and female intentional homicide victims, Female",17.2
222,El Salvador,2015,"Assault rate per 100,000 population",96.1
222,El Salvador,2015,"Kidnapping at the national level, rate per 100,000",0.3
222,El Salvador,2015,"Theft at the national level, rate per 100,000 population",139.4
222,El Salvador,2015,"Robbery at the national level, rate per 100,000 population",84.2
222,El Salvador,2015,"Total Sexual Violence at the national level, rate per 100,000",72.5
226,Equatorial Guinea,2005,"Intentional homicide rates per 100,000",2.9
226,Equatorial Guinea,2010,"Intentional homicide rates per 100,000",2.6
226,Equatorial Guinea,2015,"Intentional homicide rates per 100,000",2.3
226,Equatorial Guinea,2015,"Percentage of male and female intentional homicide victims, Male",3.4
226,Equatorial Guinea,2015,"Percentage of male and female intentional homicide victims, Female",0.9
232,Eritrea,2005,"Intentional homicide rates per 100,000",9.6
232,Eritrea,2010,"Intentional homicide rates per 100,000",8.9
232,Eritrea,2015,"Intentional homicide rates per 100,000",8
232,Eritrea,2015,"Percentage of male and female intentional homicide victims, Male",12.6
232,Eritrea,2015,"Percentage of male and female intentional homicide victims, Female",3.4
233,Estonia,2005,"Intentional homicide rates per 100,000",8.3
233,Estonia,2005,"Percentage of male and female intentional homicide victims, Male",13.4
233,Estonia,2005,"Percentage of male and female intentional homicide victims, Female",3.9
233,Estonia,2005,"Assault rate per 100,000 population",9.7
233,Estonia,2005,"Kidnapping at the national level, rate per 100,000",0.2
233,Estonia,2005,"Theft at the national level, rate per 100,000 population","2,246.30"
233,Estonia,2005,"Robbery at the national level, rate per 100,000 population",97.8
233,Estonia,2005,"Total Sexual Violence at the national level, rate per 100,000",29.7
233,Estonia,2008,"Intentional homicide rates per 100,000",6.4
233,Estonia,2008,"Percentage of male and female intentional homicide victims, Male",10.8
233,Estonia,2008,"Percentage of male and female intentional homicide victims, Female",2.6
233,Estonia,2008,"Assault rate per 100,000 population",10.5
233,Estonia,2008,"Kidnapping at the national level, rate per 100,000",0.2
233,Estonia,2008,"Theft at the national level, rate per 100,000 population","1,677.00"
233,Estonia,2008,"Robbery at the national level, rate per 100,000 population",67.8
233,Estonia,2008,"Total Sexual Violence at the national level, rate per 100,000",27.5
233,Estonia,2010,"Intentional homicide rates per 100,000",5.3
233,Estonia,2010,"Percentage of male and female intentional homicide victims, Male",8.6
233,Estonia,2010,"Percentage of male and female intentional homicide victims, Female",2.3
233,Estonia,2010,"Assault rate per 100,000 population",7.7
233,Estonia,2010,"Theft at the national level, rate per 100,000 population","1,895.70"
233,Estonia,2010,"Robbery at the national level, rate per 100,000 population",45
233,Estonia,2010,"Total Sexual Violence at the national level, rate per 100,000",20.6
233,Estonia,2013,"Intentional homicide rates per 100,000",3.9
233,Estonia,2013,"Percentage of male and female intentional homicide victims, Male",5.5
233,Estonia,2013,"Percentage of male and female intentional homicide victims, Female",2.6
233,Estonia,2013,"Assault rate per 100,000 population",7.5
233,Estonia,2013,"Kidnapping at the national level, rate per 100,000",0.1
233,Estonia,2013,"Theft at the national level, rate per 100,000 population","1,247.30"
233,Estonia,2013,"Robbery at the national level, rate per 100,000 population",36.1
233,Estonia,2013,"Total Sexual Violence at the national level, rate per 100,000",28.9
233,Estonia,2015,"Intentional homicide rates per 100,000",3.2
233,Estonia,2015,"Percentage of male and female intentional homicide victims, Male",5.2
233,Estonia,2015,"Percentage of male and female intentional homicide victims, Female",1.4
233,Estonia,2015,"Assault rate per 100,000 population",7.5
233,Estonia,2015,"Theft at the national level, rate per 100,000 population",865
233,Estonia,2015,"Robbery at the national level, rate per 100,000 population",25.7
233,Estonia,2015,"Total Sexual Violence at the national level, rate per 100,000",42.9
748,Eswatini,2004,"Intentional homicide rates per 100,000",13.3
748,Eswatini,2004,"Assault rate per 100,000 population","1,332.40"
748,Eswatini,2004,"Kidnapping at the national level, rate per 100,000",8.8
748,Eswatini,2004,"Theft at the national level, rate per 100,000 population","1,904.60"
748,Eswatini,2004,"Robbery at the national level, rate per 100,000 population",309.8
748,Eswatini,2005,"Intentional homicide rates per 100,000",13.7
748,Eswatini,2010,"Intentional homicide rates per 100,000",17.3
748,Eswatini,2010,"Percentage of male and female intentional homicide victims, Male",30.9
748,Eswatini,2010,"Percentage of male and female intentional homicide victims, Female",4.5
231,Ethiopia,2005,"Intentional homicide rates per 100,000",9.4
231,Ethiopia,2010,"Intentional homicide rates per 100,000",8.5
231,Ethiopia,2015,"Intentional homicide rates per 100,000",7.6
231,Ethiopia,2015,"Percentage of male and female intentional homicide victims, Male",11.3
231,Ethiopia,2015,"Percentage of male and female intentional homicide victims, Female",3.9
242,Fiji,2005,"Intentional homicide rates per 100,000",2.8
242,Fiji,2005,"Percentage of male and female intentional homicide victims, Male",3.3
242,Fiji,2005,"Percentage of male and female intentional homicide victims, Female",2.2
242,Fiji,2010,"Intentional homicide rates per 100,000",2.3
242,Fiji,2010,"Percentage of male and female intentional homicide victims, Male",3.2
242,Fiji,2010,"Percentage of male and female intentional homicide victims, Female",1.4
242,Fiji,2014,"Intentional homicide rates per 100,000",2.3
242,Fiji,2014,"Percentage of male and female intentional homicide victims, Male",1.8
242,Fiji,2014,"Percentage of male and female intentional homicide victims, Female",2.8
246,Finland,2005,"Intentional homicide rates per 100,000",2.3
246,Finland,2005,"Percentage of male and female intentional homicide victims, Male",3.3
246,Finland,2005,"Percentage of male and female intentional homicide victims, Female",1.3
246,Finland,2005,"Assault rate per 100,000 population",580.7
246,Finland,2005,"Kidnapping at the national level, rate per 100,000",0
246,Finland,2005,"Theft at the national level, rate per 100,000 population","2,384.10"
246,Finland,2005,"Robbery at the national level, rate per 100,000 population",34.6
246,Finland,2005,"Total Sexual Violence at the national level, rate per 100,000",36.6
246,Finland,2010,"Intentional homicide rates per 100,000",2.2
246,Finland,2010,"Percentage of male and female intentional homicide victims, Male",3.5
246,Finland,2010,"Percentage of male and female intentional homicide victims, Female",1
246,Finland,2010,"Assault rate per 100,000 population",37.2
