F01,F02,F03,F04,T
3,1,0,1880,1
4,1,870,1440,1
4,2,0,3200,1
3,1,980,1790,1
3,1,0,1350,1
5,1,1410,2700,1
4,1,2030,2950,1
2,1,0,1400,0
3,1,0,1560,1
3,2,0,2260,1
1,2,0,1320,0
3,1.5,490,1380,1
4,1.5,0,1940,1
3,1,0,1150,1
2,1,700,1690,0
3,1,0,1470,1
3,1,570,1910,1
5,1,970,2090,1
4,2,0,2090,1
3,2,700,2160,1
5,1.5,530,2130,1
3,1,520,1460,1
2,1,0,1040,0
4,1,0,1410,1
3,3,0,1466,1
3,2,0,1500,1
3,2,590,2240,1
3,2,0,1510,1
2,2,0,1414,0
5,2,0,3950,1
3,1,0,1760,1
4,1.5,350,1800,1
3,1,0,1670,1
5,2,0,3193,1
3,1,0,1970,1
4,2,0,2190,1
3,1,0,1750,1
5,2,1650,3300,1
4,1,550,2270,1
4,2,0,1910,1
3,2,0,1970,1
4,2,0,2850,1
2,1,0,1120,0
3,1,0,1720,1
4,2,0,3470,1
7,2,0,2460,1
0,1,0,2170,0
5,2,0,3450,1
2,1,0,2350,0
3,1,0,3320,1
3,1,0,1930,1
3,1,0,1930,1
4,1,500,1720,1
4,2,0,1910,1
2,1,0,1680,0
5,2,680,1620,1
4,2,0,1790,1
5,2,0,3010,1
3,1,340,1730,1
4,1,740,1650,1
3,1,400,1680,1
4,1,0,1230,1
4,1,830,2180,1
4,1,310,1620,1
4,2,0,1970,1
3,1.5,0,3450,1
3,1,910,1780,1
4,1,1230,2090,1
1,1,220,1920,0
3,1,400,1810,1
2,1,1170,3490,0
3,1,630,2350,1
3,1,0,1190,1
3,2,0,2590,1
4,2,0,2070,1
3,2,0,1610,1
2,1,0,1700,0
3,1,0,1560,1
3,1,0,2850,1
2,1.5,0,1270,0
5,2,0,1480,1
3,1,0,1845,1
4,2,0,1600,1
3,1,0,1230,1
3,1,0,1470,1
4,2,0,3100,1
5,2,0,3110,1
3,1,0,1760,1
3,2,0,1090,1
3,1,580,2640,1
2,1,875,1156,0
3,1,780,1900,1
4,1.5,910,1300,1
5,1,1820,3210,1
2,3,0,1370,0
4,2,730,2380,1
4,1,720,2320,1
5,1,1270,2090,1
3,1,120,1530,1
4,2,490,2650,1
5,2,0,3740,1
5,2,0,3740,1
3,1,0,1970,1
3,1,0,1010,1
3,1.5,0,3670,1
4,2,0,2420,1
4,2,0,4080,1
3,3,0,1820,1
2,1,0,1340,0
5,1,740,1940,1
4,2,0,2150,1
4,2,0,2240,1
3,2,0,2450,1
4,1.5,0,1110,1
4,1.5,0,1380,1
3,2,0,2030,1
4,2,0,2340,1
4,1,860,1700,1
4,1,700,1840,1
4,2,0,2030,1
3,2,0,2220,1
4,2,0,3630,1
2,1,0,2970,0
4,1,560,1530,1
4,1,1000,2120,1
3,1,110,1240,1
4,1,650,1920,1
3,1,1540,2580,1
5,2,0,2140,1
4,2,0,3110,1
2,1,0,1270,0
4,1,0,1480,1
3,1,0,2480,1
2,1,630,2130,0
2,1,170,1670,0
2,2,0,1880,0
3,2,0,2000,1
4,2,1120,2850,1
5,2,0,2190,1
4,2,0,2590,1
3,2,0,1630,1
3,1,0,1990,1
3,1,360,2570,1
4,1,0,1420,1
4,1.5,870,1696,1
4,2,0,5340,1
3,2,0,1810,1
3,1,0,1800,1
3,3,0,1740,1
3,1,0,1430,1
3,2,0,2470,1
4,1,740,2090,1
4,2,1540,2760,1
5,2,880,1520,1
4,2,0,2080,1
3,1,730,2200,1
3,1,390,1540,1
4,1.5,0,2230,1
3,1,550,1630,1
3,1,0,1400,1
3,1.5,280,1460,1
4,1,910,2360,1
4,2,0,2400,1
3,1.5,0,1440,1
5,2,900,2890,1
3,1,0,3020,1
3,2,580,2300,1
3,1,1020,1980,1
3,1,0,2290,1
3,1,240,1230,1
3,1,410,1700,1
2,1,0,1570,0
4,2,0,2900,1
3,1,1710,2290,1
3,1,0,1990,1
3,1,0,1400,1
3,1,240,1570,1
5,1.5,780,1300,1
5,1,1100,2570,1
4,1,1280,3240,1
3,1,0,1340,1
5,2,0,2730,1
3,1,0,1910,1
4,2,770,2810,1
3,1,0,2050,1
2,1,0,760,0
4,2,700,1810,1
3,1.5,610,1730,1
2,1,0,1180,0
4,2,0,1700,1
5,1,1460,2060,1
3,1,0,990,1
3,1.5,0,1220,1
3,2,0,2430,1
4,1,0,1610,1
3,1,0,1420,1
3,2,430,1320,1
3,1,0,2460,1
2,3,0,1800,0
2,1,0,1620,0
3,1.5,0,1920,1
4,2,0,2570,1
4,2,0,4440,1
4,3,0,2040,1
3,1,0,2020,1
3,1,580,1700,1
4,2,0,2641,1
3,2,1000,2760,1
3,1,940,1745,1
4,2,0,1880,1
3,2,0,3240,1
3,1,0,1220,1
4,2,0,3080,1
3,2,0,1670,1
3,1,0,1530,1
3,1,470,1800,1
3,1,0,1240,1
3,1,580,1500,1
4,1,0,2720,1
3,3,0,1290,1
2,1,0,1060,0
5,1.5,0,2940,1
3,1.5,0,1970,1
3,1,550,1870,1
2,1.5,140,1884,0
4,2,0,2780,1
4,1,0,2090,1
6,1,2850,3690,1
4,1,140,1580,1
3,1,840,3090,1
3,1,360,1510,1
3,1,0,2730,1
4,2,1000,2560,1
4,2,0,2110,1
3,1.5,0,2430,1
4,1,1610,2790,1
4,1,900,940,1
4,2,0,4690,1
3,2,0,2010,1
4,1,1080,1210,1
4,1.5,0,1370,1
4,2,0,4920,1
2,2,0,1560,0
3,1.5,900,2560,1
3,1,0,1600,1
3,1,300,2180,1
3,2,620,1690,1
4,2,0,2280,1
3,2,770,1890,1
3,1,0,2440,1
3,1,900,1990,1
3,2,0,3150,1
4,2,0,2220,1
3,1,870,1890,1
3,1.5,0,1250,1
3,1,0,3050,1
3,1,440,1430,1
2,3,450,2180,0
4,2,0,1910,1
3,1,0,2740,1
4,2,0,2300,1
3,1,0,1480,1
4,1,1360,1630,1
3,3,0,1520,1
3,1,0,1890,1
2,1,150,960,0
3,1,0,2480,1
2,1.5,0,1980,0
3,1,360,1980,1
4,1,950,1440,1
3,2,0,2710,1
2,1,0,1160,0
4,2,660,1400,1
2,1,400,1330,0
3,2,0,2280,1
4,1,0,2430,1
3,2,0,1860,1
4,2,0,1770,1
3,1.5,0,1420,1
4,1.5,0,3030,1
3,2,0,1850,1
4,1.5,750,1670,1
5,1,910,2910,1
3,2,0,1120,1
3,1.5,0,2220,1
4,1,1210,2580,1
4,2,0,2950,1
4,2,0,2890,1
3,1,800,2390,1
3,2,0,2050,1
2,1,0,1930,0
3,2,0,1630,1
4,1.5,0,1730,1
4,1,640,2600,1
2,1,0,1670,0
4,2,1150,3600,1
4,1,650,2300,1
2,1,0,1240,0
2,1,0,1130,0
3,1,0,1230,1
4,1,550,1550,1
4,2,0,3090,1
3,1,580,1330,1
3,1,630,2410,1
4,2,0,2406,1
3,2,0,3190,1
4,1,1030,1500,1
5,2,0,2650,1
4,2,0,1910,1
5,1,940,1600,1
5,2,820,2640,1
4,2,1210,2850,1
3,1,0,1370,1
1,1.5,0,1400,0
5,2,0,2800,1
2,1,0,1290,0
6,1,880,1740,1
4,1.5,990,2140,1
4,1,910,1880,1
3,2,0,1670,1
4,2,0,2410,1
5,2,120,1730,1
3,1,760,3010,1
4,2,0,3140,1
3,2,0,1830,1
3,1.5,0,1220,1
4,2,0,4160,1
4,2,1200,2650,1
4,2,0,3000,1
4,1,470,1510,1
4,1,840,1880,1
3,2,0,2250,1
5,1,800,2120,1
5,2,0,2340,1
3,1,0,1900,1
3,1,0,1020,1
3,1,0,1310,1
3,2,0,2870,1
6,2,120,1540,1
3,2,570,2930,1
4,1,620,3810,1
3,1,390,1620,1
4,1,700,1440,1
6,1,1200,2270,1
4,2,0,3290,1
3,2,0,2290,1
1,2,0,3150,0
3,1,0,1430,1
4,2,0,1680,1
3,1,0,1100,1
3,1,0,1800,1
3,2,0,2360,1
3,2,0,2340,1
3,1,490,1530,1
3,1,0,1560,1
3,1,0,1890,1
4,2,0,4480,1
3,2,0,1780,1
3,2,820,1990,1
3,2,0,1500,1
4,2,0,2240,1
3,1,640,2000,1
3,1,750,2060,1
2,1,0,1420,0
4,2,90,2980,1
4,1,0,1730,1
4,1.5,0,1610,1
2,1,0,1660,0
4,1,0,2640,1
3,2,0,2110,1
3,1,400,2460,1
3,1.5,0,1630,1
4,2,0,2430,1
3,1,0,2980,1
3,2,0,2710,1
3,1,340,1620,1
3,1,0,2240,1
3,1,0,1900,1
3,2,630,2090,1
5,1.5,0,1690,1
3,1,830,1530,1
3,2,580,1940,1
2,1,0,1100,0
4,2,0,3190,1
4,1,1800,2410,1
4,1,1100,1250,1
3,1,0,2200,1
4,1,1050,1720,1
6,2,0,1870,1
4,2,910,1530,1
3,1,350,1310,1
4,2,0,2570,1
4,2,0,3880,1
3,1,650,1750,1
3,1,0,1410,1
3,1,0,1770,1
4,2,0,1580,1
2,1,0,900,0
4,1,0,1310,1
4,2,0,3140,1
4,2,0,1770,1
5,2,0,3570,1
3,2,0,3040,1
3,1,0,1500,1
2,1,0,970,0
3,1,600,1450,1
2,1,1200,3190,0
5,1.5,1130,1200,1
2,1,0,1490,0
3,1,1660,2620,1
3,1,720,1320,1
3,1.5,200,1670,1
3,1,0,2090,1
3,1,420,1490,1
3,1,0,1330,1
3,1,0,1630,1
4,2,0,2470,1
3,1,0,1450,1
5,1,1400,2920,1
3,1,0,2240,1
4,2,0,2510,1
3,1,480,2170,1
3,1,500,2180,1
3,1,500,2180,1
2,1,0,990,0
4,2,0,1880,1
5,1,690,2310,1
3,1,0,1340,1
5,1,0,1810,1
3,2,0,2230,1
3,2,0,2230,1
4,1,930,2070,1
3,2,0,2410,1
3,1,0,1930,1
5,1.5,730,1400,1
5,2,860,2430,1
3,1.5,0,1440,1
3,1,0,870,1
3,1,0,1400,1
4,1,620,1960,1
4,2,0,1540,1
4,2,0,3280,1
4,2,0,1860,1
3,1,0,1670,1
3,1.5,1100,2690,1
3,2,0,2190,1
3,1,500,1770,1
3,2,0,1840,1
4,2,0,2730,1
4,2,0,2848,1
5,1,1000,2570,1
5,1,1000,2570,1
3,1,0,1480,1
3,1,280,1470,1
3,1.5,0,860,1
3,1,530,1860,1
3,1,0,1380,1
3,1,500,1820,1
2,1,390,2050,0
3,2,0,3080,1
5,1.5,0,2470,1
3,1,0,1460,1
4,1,0,1400,1
3,1,700,1420,1
4,1,670,2500,1
4,2,0,1950,1
4,1.5,0,1470,1
2,1,0,1746,0
3,1,250,1530,1
3,1,740,2050,1
3,1,0,1250,1
4,2,900,1860,1
3,1,0,1490,1
4,1.5,960,2760,1
2,1.5,0,1430,0
4,1,0,2180,1
4,2,0,1370,1
3,1,0,1350,1
2,1.5,0,1800,0
4,2,0,1600,1
5,1,1010,2400,1
2,1,0,1260,0
4,2,0,3690,1
4,1,0,1940,1
3,1,0,1490,1
4,2,0,3300,1
4,2,0,2880,1
3,2,0,1920,1
3,1,520,1400,1
3,1,480,1540,1
3,1,700,1850,1
4,2,0,1800,1
3,1,700,2340,1
4,2,0,2820,1
4,1,900,2320,1
2,1,0,940,0
3,1,530,1420,1
3,2,0,1900,1
6,1,500,1300,1
4,1,700,2210,1
5,2,0,1610,1
4,2,0,2634,1
3,1,500,1690,1
3,1.5,0,1370,1
4,2,0,3490,1
4,1,480,1620,1
4,2,0,1590,1
4,2,0,2750,1
3,1,310,2230,1
4,2,0,2260,1
3,1,540,1860,1
3,1,0,1150,1
2,1,990,1150,0
3,2,0,2100,1
2,1,0,1640,0
4,1,630,1540,1
4,2,0,1860,1
3,1,0,1470,1
5,1,1300,1590,1
5,1,1300,1590,1
3,1,0,2660,1
3,1,0,3270,1
3,1,760,2820,1
4,2,0,2030,1
4,1,0,2150,1
3,2,0,2390,1
4,1.5,900,1640,1
3,2,540,1690,1
3,1.5,0,1010,1
4,2,0,2840,1
4,1,1100,1860,1
3,2,0,2380,1
4,2,330,2590,1
3,1.5,0,3360,1
4,2,0,2410,1
3,1,0,1360,1
3,2,0,1800,1
3,1,400,1620,1
3,2,0,1730,1
3,1,0,2040,1
2,1,60,1900,0
4,1,1260,1930,1
3,1,450,1340,1
4,2,0,2980,1
3,1,0,1300,1
4,2,0,2840,1
4,2,0,2410,1
1,2,840,1580,0
4,2,0,2110,1
2,1,770,2460,0
2,1,0,1640,0
3,2,0,1720,1
3,1,0,920,1
3,1,0,1890,1
3,1,0,1700,1
6,2,400,2210,1
4,2,0,3010,1
3,1,900,2540,1
5,1,1420,1970,1
3,2,0,1960,1
3,1,600,2040,1
3,2,0,2000,1
3,2,0,2170,1
2,1,430,1610,0
3,1,780,1580,1
3,2,1370,3990,1
4,2,730,2590,1
4,1.5,260,2730,1
3,2,0,1690,1
3,1.5,580,1660,1
4,1,0,2280,1
3,1,0,1960,1
2,1,900,2050,0
4,1,0,1520,1
6,2.5,140,2020,1
3,1,0,1110,1
4,1,820,3150,1
4,2,0,1820,1
4,1,620,1700,1
2,1,1100,2590,0
4,2,680,1550,1
3,3,0,1450,1
4,2,0,2180,1
4,2,620,2280,1
3,1,790,1930,1
3,1,150,1840,1
3,1,670,1710,1
4,2,0,1650,1
4,1,740,2790,1
3,1,940,1850,1
4,2,0,1830,1
4,1,0,1640,1
2,1,700,1540,0
5,2,0,3100,1
4,2,0,3120,1
3,1,430,2910,1
2,1,140,1150,0
4,1,700,1960,1
3,2,0,1070,1
3,1,0,1010,1
3,1,0,2250,1
5,1,780,1750,1
4,2,0,2780,1
6,2,0,1470,1
3,2,900,2400,1
4,2,0,3200,1
4,2,0,2580,1
3,1,0,1330,1
2,1,430,1790,0
3,2,0,2710,1
4,2,0,3150,1
5,2,1020,2040,1
6,1,1420,2250,1
5,1.5,840,1940,1
3,1,600,1940,1
3,1,540,1300,1
3,1,0,1880,1
5,2,1390,3600,1
4,2,0,3350,1
4,1,0,2310,1
5,2,0,1990,1
3,1,0,1420,1
3,2,0,2070,1
4,2,0,1250,1
6,2,880,1960,1
2,1,680,1590,0
2,1,0,1100,0
4,1,2170,4050,1
3,1,200,1150,1
4,2,0,5790,1
3,1,0,1180,1
3,1,770,2100,1
3,1,0,2030,1
3,1.5,0,2140,1
4,1,1450,2440,1
3,2,0,2330,1
4,1,740,1810,1
3,1,0,2720,1
4,1,0,3140,1
3,2,0,1830,1
4,2,0,3120,1
3,1,0,1610,1
3,1,0,1390,1
4,2,0,2040,1
4,1,900,2230,1
3,1.5,0,2010,1
4,1,890,1890,1
3,1,0,1200,1
4,1,240,1300,1
3,1,660,2450,1
5,1,1180,2290,1
3,1,0,1440,1
3,1,0,1990,1
3,1,800,2150,1
4,1.5,0,1050,1
4,1,420,2730,1
5,2,0,2180,1
2,1,0,940,0
4,2,0,2830,1
3,1,0,2010,1
4,2,680,2730,1
2,1,0,1560,0
2,1,670,2070,0
3,1,0,1720,1
3,1,480,2700,1
3,1,0,1640,1
3,1,0,2100,1
4,2,0,2920,1
3,1.5,0,1380,1
4,1,700,1810,1
4,2,480,1750,1
3,1,700,1780,1
3,2,930,2850,1
4,2,0,2900,1
2,1,880,1330,0
5,1.5,0,1130,1
4,1.5,0,1560,1
2,1,480,1610,0
4,2,0,2240,1
4,1.5,0,1730,1
3,1.5,0,2120,1
3,1,0,1150,1
6,2,0,3140,1
3,1,740,1530,1
4,2,450,2120,1
4,2,0,2660,1
3,2,0,2060,1
3,2,990,3420,1
3,1,0,1160,1
3,1,0,1190,1
3,1,720,1650,1
2,1.5,310,1950,0
3,2,0,2120,1
4,1,670,1270,1
4,2,0,1970,1
3,1,0,1740,1
5,2,880,3140,1
3,1,0,1600,1
3,1.5,0,1830,1
3,2,0,1640,1
4,1.5,0,3210,1
3,1,0,1860,1
3,1,510,1600,1
3,1,620,1240,1
3,1,0,1320,1
3,1,0,1590,1
4,1,1330,2870,1
3,3,0,1420,1
3,1,540,2049,1
4,1,900,1770,1
4,2,0,1950,1
3,1,700,1510,1
4,1,770,1090,1
2,2,270,1160,0
3,1.5,0,2080,1
3,1,0,2080,1
3,2,0,2110,1
3,1,0,1380,1
3,1,750,2000,1
3,1,420,1910,1
4,2,0,2630,1
4,2,0,2640,1
4,2,0,2460,1
4,2,0,2560,1
5,1,1100,2140,1
4,2,0,2160,1
4,1,800,1970,1
4,1.5,0,2200,1
3,1,0,1260,1
4,1,1170,2400,1
4,1,0,1910,1
3,2,0,2150,1
3,2,0,2910,1
3,1,540,1930,1
2,1,60,1310,0
4,1,0,2580,1
4,1.5,1070,2250,1
2,1,0,2330,0
3,1,0,1380,1
4,2,0,5330,1
3,2,0,1790,1
3,1,480,1750,1
3,1,0,1630,1
3,1,1000,2600,1
3,2,0,1264,1
2,1.5,0,1310,0
2,1,100,1880,0
4,1.5,590,1850,1
1,1,0,1330,0
3,1,0,1820,1
5,2,0,1670,1
2,1,360,1310,0
3,1,0,1440,1
3,1,1170,1680,1
3,1,0,1220,1
5,1.5,0,1480,1
3,1,530,1680,1
3,1,0,2340,1
4,1,0,1160,1
4,2,0,2460,1
1,1.5,500,2060,0
3,1,0,1550,1
3,2,0,1650,1
3,1,0,1300,1
2,1,0,1780,0
3,1,540,2150,1
2,1,0,1100,0
3,1,0,3400,1
3,1,670,1880,1
3,1,340,1430,1
2,1,0,1810,0
2,1,0,1810,0
3,2,0,2010,1
4,2,0,2150,1
4,2,0,2590,1
4,2,0,3640,1
3,1,500,2020,1
4,1,1010,2830,1
4,2,0,3930,1
3,1,110,1310,1
4,1,506,1536,1
4,1.5,0,1070,1
3,1,0,1390,1
3,1,0,1850,1
2,1,480,1400,0
4,2,0,3270,1
4,1,2150,2180,1
4,1,590,1610,1
3,1,0,2270,1
3,1,0,1590,1
3,1,0,2330,1
3,1,0,1380,1
5,1,1010,1890,1
5,2,0,2580,1
2,1.5,240,1620,0
5,2,650,3540,1
3,1,400,2120,1
4,1,1300,2290,1
4,1,820,1320,1
2,1,0,1360,0
3,1,570,1780,1
3,1.5,0,1440,1
4,2,0,3510,1
2,1,0,1240,0
3,1,440,1490,1
2,1,0,1480,0
3,1,0,1910,1
3,1,680,1850,1
2,1.5,0,1640,0
4,2,0,3160,1
4,1,1030,2860,1
3,1.5,0,1250,1
3,1,940,2020,1
4,1.5,0,1100,1
3,1,1100,2270,1
5,1.5,0,1870,1
2,1,130,940,0
4,1,260,1120,1
3,3,0,1250,1
3,1,0,1270,1
5,1,810,2410,1
5,2,0,2273,1
4,1,870,2290,1
5,2,630,1890,1
2,2,0,2170,0
2,1,600,1600,0
3,2,0,2750,1
4,1,800,1690,1
4,2,0,2650,1
3,1,0,1090,1
4,1,1150,1230,1
3,1,0,1410,1
3,1,0,1510,1
2,1,0,1620,0
4,1.5,0,2750,1
3,1,0,1570,1
5,1,906,3500,1
4,1,510,2360,1
2,2,0,1470,0
3,2,650,1960,1
5,1,1230,2900,1
4,1,0,1940,1
3,2,0,2100,1
3,1,0,1770,1
3,1.5,1060,2850,1
4,2,880,3520,1
4,1,1560,3056,1
3,2,0,2740,1
4,2,0,2250,1
3,3,0,1520,1
5,1,1560,2520,1
4,1,520,1620,1
4,2,0,2080,1
5,2,900,3550,1
4,2,0,2780,1
3,1,0,1220,1
3,2,0,1620,1
5,2,430,2230,1
4,1,650,1940,1
4,1,740,1980,1
3,2,0,1720,1
3,1,0,1690,1
3,1,0,1470,1
4,2,160,3020,1
3,1,0,1660,1
2,1,0,1250,0
3,2,0,2140,1
4,1.5,0,1930,1
3,1.5,0,1540,1
3,1,0,1550,1
4,1,0,1340,1
3,1,720,1100,1
3,2,0,1950,1
3,2,0,1950,1
4,2,0,2550,1
2,1,0,1670,0
4,2,0,3920,1
3,1.5,540,2170,1
3,1,0,1900,1
5,1,1270,2240,1
5,2,1830,4010,1
3,1,0,1320,1
4,1.5,0,1120,1
3,1.5,0,2520,1
4,2,0,3500,1
2,1,0,1380,0
4,2,0,2640,1
3,2,0,1980,1
3,2,0,2110,1
3,1,280,1990,1
5,1,450,1780,1
3,2,0,1560,1
3,1,1000,1730,1
3,2,0,2840,1
3,1,0,2970,1
3,1,830,1610,1
4,2,0,4700,1
3,1,1120,2820,1
3,2,0,1610,1
3,1,350,1740,1
5,2,1150,2110,1
3,1,0,840,1
3,1,0,840,1
4,1.5,0,1230,1
4,1.5,500,1060,1
4,1,940,2210,1
3,1,760,1660,1
4,2,0,2120,1
2,1,0,1690,0
3,2,0,1800,1
3,3,0,1540,1
3,2,0,1600,1
4,1,0,1760,1
3,2,0,1820,1
3,1.5,0,2200,1
2,1,0,1340,0
3,2,0,1360,1
3,1,1720,3640,1
3,1,0,1710,1
5,1.5,580,1560,1
2,1.5,0,3030,0
4,2,0,2150,1
2,1.5,0,1980,0
3,1,0,1260,1
3,1,900,1940,1
4,2,570,2830,1
4,2,0,2720,1
4,1,1460,3080,1
5,1.5,0,1420,1
5,2,830,3260,1
1,1.5,0,1450,0
2,2,270,1130,0
4,2,0,2860,1
4,2,990,4090,1
2,1,0,1310,0
2,1,0,1310,0
3,2,0,2150,1
3,2,0,2150,1
4,2,580,2240,1
4,2,0,3220,1
4,2,0,2630,1
4,2,0,3150,1
3,2,270,1450,1
5,1.5,500,1520,1
4,1,1140,1660,1
4,1.5,0,2710,1
4,2,0,2420,1
4,2,560,3750,1
4,2,0,1620,1
4,1,0,1910,1
3,1,1170,1880,1
4,2,0,3280,1
5,2,0,1260,1
3,1,620,930,1
4,1.5,830,1930,1
3,1.5,0,1240,1
4,1.5,0,1390,1
4,1,0,1540,1
4,2,0,2010,1
3,1,0,2010,1
3,2,0,2590,1
3,1,0,1550,1
5,2,500,1540,1
2,2,0,1210,0
4,2,0,3930,1
2,1,0,1440,0
5,1,790,2070,1
3,2,440,2460,1
2,1,0,1680,0
3,1,0,3430,1
3,1,830,1760,1
3,1,750,2980,1
3,2,0,1730,1
4,1,0,1750,1
3,2,0,2980,1
3,2,0,2560,1
4,1.5,760,1560,1
3,1,280,2090,1
3,2,480,1610,1
3,1,0,1450,1
4,2,0,2550,1
4,1,1590,2030,1
4,2,0,1580,1
3,2,0,2660,1
2,1,0,910,0
3,2,0,1910,1
3,1,0,1370,1
3,1,0,1290,1
3,1.5,0,1230,1
4,2,700,1420,1
3,1.5,800,2010,1
4,2,0,2140,1
4,1,0,1550,1
3,1,600,1320,1
2,1,380,1340,0
3,2,0,2630,1
4,2,0,2520,1
3,1,890,2040,1
3,1,800,1570,1
2,2,480,1560,0
2,1,0,1060,0
2,1,0,3040,0
4,2,280,2230,1
5,1.5,0,2200,1
3,2,310,1260,1
3,2,670,2670,1
4,2,0,3040,1
4,2,0,3220,1
3,1,1130,2260,1
4,2,0,3820,1
1,1,0,990,0
3,1,1000,2550,1
3,1,1670,2900,1
2,1.5,0,980,0
4,1,790,1820,1
3,1,0,1470,1
5,1.5,1000,1520,1
3,1,440,1550,1
3,1,0,1640,1
3,1,1110,2130,1
3,2,0,2410,1
4,1,0,1480,1
3,1,510,1610,1
4,2,930,1360,1
4,1,1020,2630,1
4,2,0,2520,1
3,2,0,2500,1
4,1,0,1510,1
4,3,0,3010,1
4,2,0,2580,1
3,2,0,2080,1
3,1,0,1230,1
3,1,430,1520,1
4,1.5,860,1540,1
2,1,0,960,0
3,1,250,1560,1
3,1,0,1090,1
3,1,0,1620,1
5,2,0,1840,1
3,1,650,1740,1
2,1,0,1540,0
3,1,0,1480,1
4,1.5,1110,3010,1
3,1,0,1440,1
3,1,0,900,1
2,1.5,0,1230,0
3,1,810,3090,1
3,2,0,2660,1
3,2,0,1510,1
2,1,0,1570,0
4,1,740,2050,1
3,1,600,2190,1
2,1,600,2125,0
3,1,760,1640,1
4,1,800,1800,1
3,2,0,1680,1
4,2,0,2500,1
3,1,0,1130,1
5,2,0,3160,1
2,1,630,1860,0
2,1,0,1290,0
4,1,800,1060,1
2,1,0,1665,0
3,1,0,1470,1
4,2,0,2890,1
1,1,0,970,0
4,1,780,1910,1
2,1,430,1450,0
6,2,0,1360,1
3,2,0,2110,1
3,1,600,1730,1
4,2,840,1810,1
4,2,0,2000,1
3,1,530,1860,1
3,2,0,1810,1
3,1,0,1710,1
3,1,0,1040,1
4,2,0,3280,1
2,1,0,2090,0
4,2,0,4100,1
4,2,0,3720,1
3,1.5,0,1680,1
4,2,0,1900,1
3,1.5,0,1330,1
3,1.5,1030,2200,1
4,1,0,1370,1
3,2,0,2130,1
3,1,620,3200,1
3,1,400,2170,1
3,2,450,2160,1
4,2,0,1840,1
3,1,0,2220,1
3,1,0,1800,1
3,1.5,0,1770,1
2,1,0,1100,0
4,1,1000,1890,1
3,1,0,1140,1
4,2,0,3120,1
3,2,0,1490,1
2,1,0,1460,0
5,2,880,3750,1
4,1.5,120,1370,1
3,2,200,1640,1
2,1,0,1120,0
3,2,0,2430,1
4,1,790,2580,1
2,1.5,0,1180,0
3,2,0,3360,1
4,2,0,2460,1
4,2,0,2430,1
2,1,0,1300,0
3,1,0,1270,1
4,2,0,3010,1
3,1.5,0,2350,1
3,2,1230,2930,1
3,1,720,1450,1
4,2,0,2080,1
3,2,0,2060,1
3,1,0,2760,1
2,1,0,1090,0
4,2,0,2890,1
2,1,0,1750,0
3,2,145,1410,1
4,2,0,1660,1
3,1,700,1610,1
2,2,0,1760,0
3,1,0,1300,1
3,1,0,1260,1
4,2,0,1970,1
2,1,0,1500,0
3,2,0,1560,1
4,2,0,3340,1
4,2,0,2630,1
4,1,770,1590,1
4,2,0,2310,1
4,2,0,3160,1
4,2,910,3880,1
4,1,0,1990,1
2,1,0,1920,0
3,2,0,4300,1
4,2,800,1520,1
3,1,0,1580,1
3,2,0,1410,1
4,2,0,2650,1
3,2,0,2290,1
4,2.5,800,2270,1
3,1,850,2130,1
3,1,1020,1740,1
4,2,0,2150,1
2,1,570,2020,0
4,2,0,1570,1
4,2,0,1570,1
3,1,870,1940,1
2,1,0,1220,0
3,1,450,1770,1
5,1.5,0,2250,1
3,1,0,1350,1
3,1,700,1670,1
3,1,0,1850,1
4,1,870,1740,1
4,1,620,2170,1
3,1,0,1570,1
3,1,0,1100,1
3,2,0,2740,1
3,1,150,1540,1
4,2,0,1910,1
3,1.5,520,1480,1
3,2,960,2880,1
4,2,0,2720,1
3,1.5,600,1610,1
2,2,0,1180,0
3,1,750,2020,1
2,1,0,870,0
3,1,1500,2400,1
2,1,0,1530,0
3,1,0,950,1
4,2,0,2350,1
4,2,0,1820,1
2,1,0,1980,0
5,2,0,2150,1
4,1,460,2120,1
3,1,350,1630,1
5,2,0,3150,1
3,1,0,2040,1
3,2,0,1550,1
4,1,780,2470,1
3,2,0,1500,1
4,1.5,890,2370,1
5,1,750,1860,1
4,2,0,1960,1
4,2,710,1000,1
4,2,0,3240,1
3,1,780,1470,1
4,2,790,2400,1
2,1,0,1310,0
2,1,0,1110,0
3,1.5,0,2020,1
5,1,1530,3150,1
4,2,0,1860,1
4,1,0,2210,1
3,2,0,1900,1
4,1,950,2340,1
5,2,0,3550,1
4,2,190,1970,1
3,1,380,1530,1
2,1,0,1020,0
4,2,0,2600,1
3,2,0,1940,1
4,2,0,2683,1
3,1,0,1280,1
4,2,0,2200,1
4,1,850,1620,1
2,3,0,1490,0
3,2,0,3310,1
4,1,0,1530,1
5,1.5,0,1410,1
3,1,0,1840,1
4,1,680,2090,1
4,1.5,0,1530,1
4,2,1430,2200,1
2,1,240,1560,0
4,2,0,1630,1
4,2,0,2100,1
4,2,900,3790,1
4,1,460,1830,1
2,1,0,1550,0
4,2,720,3630,1
4,2,0,2790,1
3,1,0,2270,1
2,1,200,1580,0
3,2,900,3460,1
5,2,620,3090,1
3,1.5,0,1470,1
3,1,720,1480,1
4,1,0,1530,1
3,2,0,2620,1
2,1,420,1610,0
3,1,0,1260,1
4,1,1220,1360,1
4,1.5,0,1540,1
2,1,0,1070,0
3,2,0,1580,1
